Period,Time,Call Type,Committing Player,Disadvantaged Player,Review Decision,Video,Comment,game_id
Q4,01:54.2,Foul: Offensive,Karl-Anthony Towns,Austin Reaves,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2209,Towns (MIN) firms up on his right leg and marginal contact occurs as Reaves (LAL) moves over the pick.,0052200121
Q4,01:50.5,Foul: Offensive,Karl-Anthony Towns,Austin Reaves,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2210,Towns (MIN) momentarily brings his arm around Reaves' (LAL) left arm as Towns attempts to establish position away from the ball and the marginal contact dissolves shortly thereafter. ,0052200121
Q4,01:49.4,Foul: Defense 3 Second,LeBron James,Timberwolves,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2211,James (LAL) is in the paint for less than three seconds when he is imminently exiting.,0052200121
Q4,01:43.6,Foul: Shooting,Austin Reaves,Karl-Anthony Towns,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2212,Reaves (LAL) legally contests Towns' (MIN) jump shot attempt.,0052200121
Q4,01:33.5,Turnover: 8 Second Violation,LeBron James,Timberwolves,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2213,James (LAL) takes less than 8 seconds to establish the ball in the frontcourt.,0052200121
Q4,01:31.7,Foul: Offensive,Dennis Schroder,Anthony Edwards,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2214,Schroder (LAL) firms up in Edwards' (MIN) path and does not deliver illegal contact when setting the pick.,0052200121
Q4,01:27.5,Foul: Offensive,Rui Hachimura,Mike Conley,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2215,Hachimura (LAL) establishes himself in Conley's (MIN) path and marginal contact occurs as the two players come together during the pick.,0052200121
Q4,01:23.4,Foul: Shooting,Karl-Anthony Towns,LeBron James,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2216,Towns (MIN) legally contests James' (LAL) perimeter jump shot attempt.,0052200121
Q4,01:21.0,Turnover: Out of Bounds,LeBron James,Timberwolves,CC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2217,James' (LAL) shot attempt bounces off of the rim and makes contact with part of the basket that is behind the backboard. This part of the basket is considered out of bounds and possession is correctly awarded to Minnesota. ,0052200121
Q4,01:13.6,Foul: Offensive,Karl-Anthony Towns,Austin Reaves,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2218,Towns (MIN) establishes himself in Reaves's (LAL) path and does not deliver illegal contact when setting the pick.,0052200121
Q4,01:11.5,Foul: Personal,Austin Reaves,Karl-Anthony Towns,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2219,Reaves (LAL) and Towns (MIN) engage away from the ball and marginal contact occurs as he slides his arm off of Towns.,0052200121
Q4,01:09.0,Foul: Personal,Austin Reaves,Karl-Anthony Towns,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2220,Reaves (LAL) moves alongside Towns' (MIN) path and absorbs the marginal contact during the drive.,0052200121
Q4,01:03.4,Foul: Shooting,LeBron James,Mike Conley,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2221,James (LAL) legally contests Conley's (MIN) perimeter jump shot attempt.,0052200121
Q4,01:02.5,Foul: Loose Ball,Kyle Anderson,Dennis Schroder,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2222,Anderson (MIN) places and promptly removes his hands from Schroder's (LAL) side as he sidesteps around Schroder during the rebounding opportunity. The contact on the play is marginal.,0052200121
Q4,01:00.4,Foul: Loose Ball,Anthony Davis,Kyle Anderson,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2223,Davis (LAL) goes into the air in pursuit of the loose ball and marginal contact occurs with Anderson (MIN).,0052200121
Q4,00:54.0,Foul: Offensive,LeBron James,Mike Conley,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0052200121&eventNum=2224,James (LAL) and Conley (MIN) engage in the post and marginal contact occurs.,0052200121
